Rank,Name,Platform,Year,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales
16223,Dynasty Warriors: Eiketsuden,PS4,2016.0,Action,Tecmo Koei,0.0,0.0,0.01,0.0,0.01
3057,Tony Hawk's Proving Ground,PS2,2007.0,Sports,Activision,0.55,0.02,0.0,0.09,0.66
570,Hannah Montana,DS,2006.0,Action,Disney Interactive Studios,1.59,0.8,0.0,0.26,2.65
664,Madden NFL 11,PS3,2010.0,Sports,Electronic Arts,2.04,0.15,0.0,0.19,2.38
1659,The Magical Quest starring Mickey Mouse,SNES,1992.0,Platform,Capcom,0.66,0.17,0.35,0.03,1.21
12446,World Cup of Pool,DS,2009.0,Sports,Midas Interactive Entertainment,0.06,0.0,0.0,0.0,0.06
2217,Phantasy Star Portable,PSP,2008.0,Role-Playing,Sega,0.19,0.06,0.63,0.05,0.94
13410,Atelier Ayesha: The Alchemist of Dusk,PSV,2014.0,Role-Playing,Tecmo Koei,0.0,0.0,0.05,0.0,0.05
5733,Alone in the Dark: One-Eyed Jack's Revenge,PS,1996.0,Adventure,Infogrames,0.17,0.12,0.0,0.02,0.31
10667,Bleach: Dark Souls (JP sales),DS,2007.0,Fighting,Sega,0.0,0.0,0.1,0.0,0.1
6989,Total War: Attila,PC,2015.0,Strategy,Sega,0.09,0.13,0.0,0.02,0.23
12915,Uta no Prince-Sama: Music 3,PSV,2016.0,Action,Broccoli,0.0,0.0,0.05,0.0,0.05
6546,Game of Thrones,X360,2012.0,Role-Playing,Focus Home Interactive,0.15,0.08,0.0,0.02,0.26
2778,Madden NFL 11,Wii,,Sports,Unknown,0.7,0.0,0.0,0.05,0.74
11614,Nanashi no Game,DS,2008.0,Adventure,Square Enix,0.0,0.0,0.08,0.0,0.08
11694,Stella Deus: The Gate of Eternity,PS2,2004.0,Strategy,505 Games,0.04,0.03,0.0,0.01,0.08
4952,Chessmaster,PS2,2003.0,Misc,Ubisoft,0.19,0.15,0.0,0.05,0.39
3072,Rocksmith 2014,PC,2013.0,Misc,Ubisoft,0.35,0.24,0.0,0.07,0.66
6670,SpongeBob's Truth or Square (US sales),X360,2009.0,Action,THQ,0.25,0.0,0.0,0.0,0.25
15963,So-Ra-No-Wo-To: Otome no Gojuusou,PSP,2010.0,Adventure,Compile Heart,0.0,0.0,0.02,0.0,0.02
9915,NPPL: Championship Paintball 2009,Wii,2008.0,Shooter,Activision Value,0.11,0.0,0.0,0.01,0.12
1155,River Raid,2600,1981.0,Shooter,Activision,1.49,0.09,0.0,0.02,1.6
15746,Postman Pat: Special Delivery Service,DS,2009.0,Misc,GSP,0.0,0.01,0.0,0.0,0.02
15572,Entaku no Seito: The Eternal Legend,PSP,2012.0,Role-Playing,Kadokawa Games,0.0,0.0,0.02,0.0,0.02
10503,Bujingai: The Forsaken City,PS2,2003.0,Fighting,505 Games,0.05,0.04,0.0,0.01,0.1
7458,I Spy: Castle,DS,2011.0,Puzzle,Scholastic Inc.,0.19,0.0,0.0,0.01,0.21
8564,NASCAR Heat 2002,GBA,2002.0,Racing,Infogrames,0.12,0.04,0.0,0.0,0.16
13445,Wayne Gretzky's 3D Hockey '98,PS,1997.0,Sports,GT Interactive,0.03,0.02,0.0,0.0,0.05
12655,Honeycomb Beat,DS,2006.0,Puzzle,Konami Digital Entertainment,0.05,0.0,0.0,0.0,0.06
16468,Help Wanted: 50 Wacky Jobs (jp sales),Wii,2008.0,Simulation,Hudson Soft,0.0,0.01,0.01,0.0,0.01
11555,Tomb Raider: Legend,GC,2006.0,Action,Eidos Interactive,0.06,0.02,0.0,0.0,0.08
6823,AC/DC LIVE: Rock Band Track Pack,PS3,2008.0,Misc,MTV Games,0.21,0.01,0.0,0.02,0.24
15915,Evil Genius,PC,2004.0,Strategy,Vivendi Games,0.0,0.01,0.0,0.0,0.02
11564,Final Fantasy XI: Vana'diel Collection 2008,PS2,2007.0,Role-Playing,Square Enix,0.03,0.03,0.01,0.01,0.08
2803,Madden NFL 10,Wii,2009.0,Sports,Electronic Arts,0.63,0.04,0.0,0.06,0.73
14965,Viva Pinata,PC,2007.0,Simulation,Microsoft Game Studios,0.0,0.02,0.0,0.0,0.02
13794,Durarara!! 3way Standoff: Alley,PSP,2011.0,Adventure,Kadokawa Shoten,0.0,0.0,0.04,0.0,0.04
11500,AKB1/149: Love Election,PS3,2013.0,Adventure,Namco Bandai Games,0.0,0.0,0.08,0.0,0.08
6706,Pro Yakyuu Team o Tsukurou!,SAT,1998.0,Sports,Sega,0.0,0.0,0.25,0.0,0.25
374,Assassin's Creed: Brotherhood,X360,2010.0,Action,Ubisoft,2.84,0.39,0.03,0.24,3.5
14524,Katekyoo Hitman Reborn! DS: Ore ga Boss! Saikyou Family Taisen,DS,2009.0,Action,Takara Tomy,0.0,0.0,0.03,0.0,0.03
11757,Mega Man Battle Network: Operation Shooting Star,DS,,Role-Playing,Capcom,0.0,0.0,0.07,0.0,0.07
4117,Harvest Moon 64,N64,1999.0,Simulation,Pack In Soft,0.25,0.06,0.11,0.06,0.48
14066,Shin Koihime Musou: Otome Ryouran * Sangokushi Engi - Shu-Hen,PSP,2010.0,Adventure,Yeti,0.0,0.0,0.04,0.0,0.04
14750,Pro Evolution Soccer 2012,3DS,2011.0,Action,Konami Digital Entertainment,0.02,0.0,0.0,0.0,0.03
13201,Major League Baseball 2K11,PS2,2011.0,Sports,Take-Two Interactive,0.02,0.02,0.0,0.01,0.05
11620,Terraria,3DS,2016.0,Action,505 Games,0.0,0.03,0.04,0.0,0.08
2263,Disney Magical World,3DS,2013.0,Adventure,Nintendo,0.16,0.2,0.53,0.03,0.92
6660,NHL 08,X360,2007.0,Action,Electronic Arts,0.22,0.01,0.0,0.02,0.25
9493,Barbie and the Three Musketeers,DS,2009.0,Adventure,Activision,0.12,0.0,0.0,0.01,0.13
593,LittleBigPlanet,PSP,2009.0,Platform,Sony Computer Entertainment,0.64,1.24,0.01,0.69,2.58
15531,Rugby 06,XB,2006.0,Sports,Electronic Arts,0.01,0.0,0.0,0.0,0.02
10997,Skies of Arcadia,DC,2000.0,Role-Playing,Sega,0.0,0.0,0.09,0.0,0.09
13868,Ballistic,PS,1999.0,Puzzle,Atari,0.02,0.01,0.0,0.0,0.04
8030,Nep League DS,DS,2007.0,Sports,Jaleco,0.0,0.0,0.18,0.0,0.18
14133,NHRA Drag Racing: Countdown to the Championship,PSP,2007.0,Racing,THQ,0.03,0.0,0.0,0.0,0.03
14632,Hyakumanton no Bara Bara,PSP,2010.0,Strategy,Sony Computer Entertainment,0.0,0.0,0.03,0.0,0.03
4820,Final Fantasy Crystal Chronicles: The Crystal Bearers,Wii,2009.0,Action,Square Enix,0.22,0.08,0.08,0.03,0.4
15871,Shin Sangoku Musou Online: Souten Ranbu,PS3,2010.0,Action,Tecmo Koei,0.0,0.0,0.02,0.0,0.02
3777,NASCAR 09,PS2,2008.0,Racing,Electronic Arts,0.26,0.2,0.0,0.07,0.53
8680,Culdcept,3DS,2012.0,Misc,Nintendo,0.0,0.0,0.16,0.0,0.16
6328,Disney's Chicken Little,GC,2005.0,Platform,Disney Interactive Studios,0.21,0.05,0.0,0.01,0.27
6229,Mass Effect 3,WiiU,2012.0,Role-Playing,Electronic Arts,0.14,0.11,0.0,0.02,0.28
10774,Dead or Alive 5,PSV,2013.0,Fighting,Tecmo Koei,0.0,0.05,0.03,0.02,0.1
10081,Digimon World DS,DS,2006.0,Role-Playing,Namco Bandai Games,0.1,0.0,0.0,0.01,0.11
6708,Sentimental Graffiti,SAT,1998.0,Adventure,NEC Interchannel,0.0,0.0,0.25,0.0,0.25
11485,Tomb Raider: Underworld,PC,2008.0,Action,Eidos Interactive,0.0,0.06,0.0,0.02,0.08
4524,Wonder Project J: Kikai no Shonen Pino,SNES,1994.0,Simulation,Enix Corporation,0.0,0.0,0.43,0.0,0.43
398,WWF War Zone,PS,1998.0,Fighting,Acclaim Entertainment,2.47,0.76,0.0,0.13,3.36
